"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"THSD1"	26.842896615114	1.29342901405187	0.485805736982805	2.66244079801316	0.00775762146159965	0.0215357489173792
"CHST9"	0.305079618103254	0.294288408861714	0.553758133600197	0.531438530660365	0.595114926958229	NA
"COL4A6"	3.8821112243232	0.949967884998133	0.773066997367925	1.22882995682458	0.219135567229403	0.345338906854284
"COL4A4"	3.29883651233254	-0.900645546735365	0.779116720568776	-1.15598282382885	0.247688182677714	0.378585437347674
"COL4A3"	3.38576438963387	-0.0160208307979097	0.793734761510118	-0.0201841113364233	0.98389650262161	0.99028677950853
"COL4A2"	3.17772188620255	2.19185229153276	0.803852729624971	2.72668389464242	0.00639742934929077	0.0182284997591891
"CHST1"	13.9974974060111	-0.201770157032068	0.73778745357789	-0.273480059946244	0.784484218185864	0.863740482048401
"CHST3"	0.170083535542945	0.353141154962796	0.350883418071812	1.00643443598273	0.314206635584461	NA
"CHST2"	43.1539316639295	-1.91604113848274	0.547736492478546	-3.49810751117298	0.000468572204120823	0.00182490544677457
"CHST7"	22.5884957185289	-0.68061241693138	0.421101801048857	-1.61626574675327	0.106036869243784	0.195923507633515
"CHST6"	1.27160146479941	-0.328174947298229	0.751272592899254	-0.436825395202774	0.662237980313325	0.776043726655742
"HLX"	17.7243617206622	2.11689102242229	0.567359840502963	3.73112594741578	0.000190625887124725	0.000818745428473116
"HLCS"	88.7157866376081	-1.67320605309975	0.463048255655983	-3.61345935906697	0.000302138731698578	0.00123529741879146
"NOG"	19.6979334811186	-2.99247544675879	0.735667260588359	-4.06770235278041	4.74789735926475e-05	0.00023478022556776
"KIF2A"	5850.25942012287	-2.12528237681467	0.375825250021848	-5.65497495628919	1.55868998092097e-08	1.6103111114719e-07
"ITGAV"	923.439343510791	0.705730899258265	0.323058275232592	2.18453125446225	0.0289232332375753	0.0670109536885998
"GPSM3"	385.515962662447	1.93289935527412	0.31057671383872	6.22358106434812	4.85933556680603e-10	6.65078292391344e-09
"CAMK1"	48.0379252749395	0.177871707499174	0.443112435479127	0.401414388893973	0.68811505736729	0.794927193842122
"ABCB7"	536.465863277129	0.256740492053606	0.175864825283869	1.45987403472634	0.144324696539259	0.249760750062897
"FAM134A"	505.104283345	1.56076076501704	0.228008107124162	6.84519855325638	7.63698728962618e-12	1.46459428899657e-10
"SMAD4"	939.368950093718	-0.529899666835446	0.184608576155595	-2.8703957198003	0.00409958392765278	0.0123903121663693
"SMAD5"	297.620031675082	-1.78914020464514	0.281901465248163	-6.34668643197766	2.20001901982386e-10	3.17861394623574e-09
"SMAD6"	0.187493969455631	0.587258146447017	0.426041186507029	1.37840698281251	0.168077668682818	NA
"SMAD7"	153.691416014803	1.16932171813397	0.335127728557736	3.48918223856405	0.000484500716504881	0.00187856452146041
"GOLPH3L"	73.2061296632724	-1.48693690397682	0.49208814942013	-3.02168809740491	0.00251369411236373	0.00811544792728183
"RFK"	39.1080287718094	-0.13947452354965	0.418549174863058	-0.333233301906003	0.738958181987984	0.83187806999015
"AMMECR1L"	278.289725731864	1.19229526918048	0.2573856782425	4.63232949603799	3.61574087149125e-06	2.29307183454046e-05
"TMPRSS11A"	0.291278718870043	0.195018165012126	0.642559579696429	0.303502073853229	0.761507267255606	NA
"TMPRSS11B"	0.941356877169284	1.06298662696578	0.762699161912101	1.39371678906904	0.163403144293802	0.275386320009621
"IGF2R"	6582.10991710431	2.59229834199864	0.392007493519406	6.61287956188089	3.76915105059896e-11	6.28715334967965e-10
"TMPRSS11D"	0.186131874041753	0.277775013212991	0.396855471431683	0.699939986239571	0.483964784298876	NA
"TMPRSS11E"	0.287609463338409	0	0.356636483759929	0	NA	NA
"TMPRSS11F"	0.392286205206566	0.807164450526974	0.689649799580302	1.17039757137345	0.241841012562562	NA
"ABHD14B"	60.6753802351201	-1.15885714538182	0.36443262599826	-3.17989406740808	0.00147328899501608	0.00507178812759388
"SLC36A4"	77.8554399526511	0.52471824132301	0.491264428275264	1.06809736492666	0.285476594391241	0.421975098603389
"SLC36A3"	1.54816821420369	1.76541216013012	0.802831268896204	2.19898281061891	0.0278791445833073	0.0650468239816455
"SLC36A2"	0.288329648649115	0.19077502060862	0.568142905968788	0.335787032812306	0.737031469318955	NA
"EXOG"	71.7890534795423	-0.410773990976896	0.410099704829589	-1.00164420051847	0.31651546522373	0.456481625618373
"ST13"	1087.34923316862	-0.73293441038884	0.204096513494795	-3.59111676058852	0.000329264075406238	0.00133315180636458
"HYI"	12.6415048431694	0.732241691019035	0.67555286711759	1.08391471143231	0.278402616163784	0.414711990093278
"ERICH2"	45.1689629499608	-1.02974785647051	0.80586565954678	-1.27781578017562	0.201314389022679	0.324807497855566
"ARTN"	0.298470996900046	0	0.355754236629442	0	NA	NA
"ART1"	0.506672960215666	0.0426823144092298	0.4179923221692	0.102112675629368	0.918667239910576	0.951034892906025
"ART3"	1.15039439963057	-0.283495632831829	0.786898771294254	-0.360269507557559	0.71864559987529	0.81788544981214
"ART4"	8.66309183228203	1.32432044610576	0.727201867142099	1.8211180498069	0.0685889140957023	0.136921314488159
"HAUS7"	39.8493421678564	-1.42833243611442	0.514417789812735	-2.77660000178916	0.00549307341546972	0.0160077189492972
"HMGCLL1"	0.23404434194947	0.099396805194745	0.357517515125074	0.278019400420066	0.780997466238916	NA
"TCEA2"	4.60726134885215	1.15167321817671	0.763181948227874	1.50904148198332	0.131288182337984	0.23217685549482
"TCEA3"	4.9759121675019	-1.35017071424534	0.798110623597103	-1.69170873601467	0.0907015219339002	0.172668956358414
"KDM2A"	1463.23071439247	1.48985799168481	0.205054595796264	7.26566496058973	3.71207613895881e-13	8.76305345039712e-12
"CRTAM"	52.4874524720894	-2.24899188132809	0.485098370132194	-4.63615633405494	3.54947553839128e-06	2.25366800314318e-05
"MPRIP"	305.700892733744	-0.604542526923878	0.359879305008662	-1.67984798934	0.0929868953880951	0.176112377466749
"CCDC116"	0.69234591405295	0.950977998878156	0.733315326281483	1.29682002379577	0.194693119324268	0.3167955331783
"CADPS2"	1.95937867376341	1.07949549644199	0.805069814426016	1.34087190588761	0.179962045074857	0.297194109501414
"CCDC114"	0.601721290179166	0.283958246534505	0.716137462935511	0.39651360420461	0.691726173864808	0.797851750119216
"RLF"	1495.89741004639	1.00482021551418	0.212416462952199	4.73042532367326	2.24049932896908e-06	1.47949948816047e-05
"CCDC113"	7.50757144727737	-0.501071288591714	0.708279811263965	-0.707448215554139	0.479287982833357	0.622970635695737
"CCDC110"	0.915031123162885	0.202511347899819	0.804987535161143	0.251570787191482	0.801372840965429	0.875052876008165
"ABCD4"	137.06270398749	0.244680294117454	0.316768669898686	0.772425802702367	0.439862276436291	0.584017439369391
"LEO1"	127.872859197456	-0.522901977657799	0.391476489811463	-1.33571744732265	0.181641644425532	0.299555942265793
"ATP1A4"	0.89616207943162	0.0810585791714278	0.723633005749667	0.11201614427116	0.910810605856798	0.947178052088564
"ATP1A3"	8.29073332214509	-0.321478484278389	0.743865906753113	-0.432172628641638	0.665615951274926	0.778009496332055
"ATP1A2"	0.785932045609947	0.520614789903782	0.773254684745039	0.673277252856789	0.50077092150228	0.643955481030241
"ATP1A1"	2464.91342122524	1.74974829802975	0.319718280497773	5.47278152286303	4.43026167336204e-08	4.15466190394846e-07
"MGRN1"	49.3696362304354	0.696240771646738	0.554401639178883	1.25584183459113	0.209173320573073	0.333621723782551
"CRTAP"	73.5914443579617	-1.44238173900182	0.357330135039514	-4.03655218959443	5.42424635210391e-05	0.000264683387257564
"SPHK2"	7.89286459858858	1.33957058446196	0.600727102889272	2.22991534428716	0.0257530635177458	0.0607501680035605
"DPT"	0.235310456310951	0	0.348562553886492	0	NA	NA
"CREB1"	849.675476279447	-0.0566601946927484	0.180859107709086	-0.313283612920877	0.754065198955582	0.84470775697391
"CPEB4"	3517.86736641345	1.51845622316856	0.266528788625491	5.6971565098065	1.21822087276472e-08	1.28764204021159e-07
"CPEB3"	88.674236707152	1.06583877009454	0.333071094385505	3.20003383079803	0.00137411457335022	0.00475765507054016
"CPEB2"	702.518033620731	1.51005548679946	0.292425357086872	5.16390063379786	2.41856119568399e-07	1.95273411496906e-06
"TCOF1"	176.971262760326	-0.021852656782031	0.395359368334737	-0.0552728948199077	0.955921055945736	0.972830156289231
"FRG1"	408.888382562873	-0.132670639908513	0.303607772044954	-0.436980381018931	0.662125576239163	0.77600665241594
"TBC1D30"	14.9583541131545	0.849664491184794	0.609714067277681	1.3935458221892	0.16345479864279	0.275417024568387
"TP53TG5"	12.974864422725	1.07411737518054	0.62395733278312	1.72145965556572	0.0851674470950459	0.164117294763177
"C2CD5"	1291.0712729058	0.056976333345862	0.268220753354867	0.212423284302986	0.831776822011508	0.894993401605216
"IFT80"	324.978304465991	-2.02965779988839	0.297500584843974	-6.82236574745846	8.95533088891731e-12	1.6871141015827e-10
"IFT81"	30.6852039210309	-0.0411562036333056	0.642141869513134	-0.0640920730873847	0.948896913630298	0.968554291528726
"IFT88"	539.578488960391	-0.745912826425546	0.337529510392018	-2.20991884697494	0.0271107949702607	0.0635163418859461
"SARDH"	2.25016424244392	0.0197717124099705	0.414881397102703	0.04765630020542	0.961990161887987	0.977136474301283
"AFF1"	3756.40108462447	-0.375838220972312	0.634002485987833	-0.592802440493151	0.553313374285587	0.686497275327469
"XPA"	179.766031692592	-0.0223763749740584	0.228535535866113	-0.0979120156926822	0.922002158691632	0.953049676246283
"MCM10"	87.3150446772867	-0.140861972797202	0.61339514981323	-0.22964311478513	0.81836910130744	0.887259120442551
"CREBL2"	184.044719297117	-0.721753748712494	0.410099483547394	-1.75994795816192	0.0784166308144133	0.153235476583833
"IL10RB"	899.084206309175	2.23394237103538	0.2979421567431	7.49790628978227	6.48452304726943e-14	1.74031557089846e-12
"ZNF221"	44.4031829739169	1.68729709831015	0.377355442286613	4.47137343001031	7.77188520967714e-06	4.59521680582018e-05
"C1H1orf35"	13.9679006554707	1.30636978586528	0.542044362772209	2.41007909239021	0.0159490625573623	0.0401253189450475
"ATG4A"	162.547262228098	0.0241326909433253	0.203358300920932	0.118670793540453	0.905536176380092	0.943541002348978
"KYNU"	639.648375487993	1.49818714161913	0.309221422583342	4.84503023465439	1.26592399388932e-06	8.7882931598906e-06
"PHOX2A"	0.106875566671237	0.173042027210845	0.341095506708335	0.507312538006576	0.611935542619432	NA
"C20H16orf72"	2025.47129853391	1.53467852009637	0.348890339835716	4.39874179611568	1.08880272861087e-05	6.20107683253897e-05
"LRGUK"	1.19223837511232	0.20550107734582	0.803056331741989	0.255898707504176	0.798029052666514	0.872887994765614
"UPK2"	0.578707893514503	0.160519271949237	0.733717454632839	0.218775321393386	0.826825071871535	0.892393348025017
"GPT2"	7.02631410302509	-0.385549146129685	0.751365335125916	-0.513131399740545	0.607859408419145	0.732235857082641
"ANKFY1"	1262.77892905301	2.10026972289195	0.221355634009567	9.48821443957997	2.35025406477742e-21	2.19235350042538e-19
"CFB"	43.8467189484885	1.35506007656149	0.417760347026209	3.2436301966124	0.00118016860161683	0.00414590856465611
"MLLT4"	218.147801406548	1.88730737667247	0.362564152577287	5.20544395593592	1.93533351646986e-07	1.60992938755345e-06
"PNN"	257.741431356607	0.510551512030703	0.262059650069401	1.94822633662029	0.0513878868314494	0.107698794344482
"ATP6V0E1"	653.555043088054	0.864720649548441	0.214834517269315	4.02505454216389	5.69621115351781e-05	0.000276553168199218
"ATP6V0E2"	30.5657287966908	0.764124170830051	0.536937009239661	1.42311697216048	0.154702249083632	0.263542412977932
"CFP"	407.268151406109	1.27780450176188	0.538547595121136	2.37268630170833	0.0176592548923305	0.0437971401666266
"UAP1"	371.534249815237	1.76283222473934	0.231251300189812	7.6230154091778	2.4781728385347e-14	7.06536635983424e-13
"OPA1"	1623.30637275047	0.64266210466307	0.186450269966477	3.44682850166223	0.00056720851898063	0.00216603316787198
"MSLNL"	0.157775265928968	0.140373528345551	0.348508843343228	0.402783260817587	0.687107676424774	NA
"SIX4"	0.37274602442139	1.02696016371262	0.674840800822627	1.52178137786092	0.128063869057894	NA
"SIX1"	0.131033792252779	-0.155241128094945	0.346211228071651	-0.448400038784463	0.653864513804174	NA
"TGIF2LX"	0.27452886569611	0	0.352120058900157	0	NA	NA
"CNPY2"	135.88773626451	0.0690888967789017	0.283215415877662	0.243944689821353	0.807273657009597	0.879596880987549
"TINAGL1"	4.3363590182953	3.40302233278677	0.799119604545502	4.25846433178452	2.05836054105621e-05	0.000109671837622202
"PHOSPHO1"	13.1594360342116	0.185502615140406	0.672451322452669	0.275860287498301	0.782655376751921	0.863049794540623
"GDA"	4.76785052016012	2.3470297524701	0.805052280560258	2.91537557143089	0.00355260737532141	0.0109296995395735
"COPG1"	519.180140669626	0.639218555739854	0.185503666433101	3.44585402558811	0.000569257771274139	0.00217299509988158
"SHOX2"	0.519154847172501	0.898536306997272	0.695301663618699	1.29229707623715	0.196254284109417	0.318515398939743
"ZFP82"	61.7543181580365	0.0647632347802207	0.394695684975925	0.16408396961363	0.869665041166629	0.919516303189878
"CHFR"	245.785580542237	1.18384519407052	0.225157654161084	5.2578500983296	1.45749244953172e-07	1.24587077002675e-06
"KRAS"	578.783830318668	1.52013701576266	0.251027967336435	6.05564802954934	1.39853496720824e-09	1.76571931208105e-08
"SYPL1"	502.59193116152	-0.134691773187502	0.228219924240682	-0.590184111381331	0.555067223080994	0.687785127593783
"FAM81A"	41.2409183482989	-2.2753615379096	0.641926058016293	-3.54458509589253	0.00039323154725974	0.00155929372929079
"RFX4"	0.953353268362501	0.0938212622783766	0.795493963563325	0.117940885255892	0.906114497553864	0.94383652347111
"AVPR2"	1.49615030547869	0.497418747089183	0.793065162844223	0.627210436662299	0.530521302871977	0.668215980798265
"RFX7"	392.282100306784	-0.993691265471712	0.357272262528282	-2.78132777070274	0.00541370476582637	0.0158147994496989
"NRXN3"	0.745411514162479	-0.0760983220187079	0.788700106139121	-0.0964857509544758	0.923134790215632	0.953209276637002
"RFX1"	5.21929088874839	0.56691176520455	0.754003656710247	0.75186872127121	0.452130009895566	0.596139033220338
"NRXN1"	0.119894847224219	-0.172379648588898	0.341516758486516	-0.50474726146039	0.613736361692056	NA
"RFX3"	372.638509395974	-0.462667584480967	0.260844527616542	-1.77372931189539	0.0761079355228474	0.149572003918288
"C3H21orf33"	55.38208761142	0.0708965700873084	0.505704636567889	0.140193632726938	0.888507002571075	0.931758926075408
"APC"	1623.03093435217	0.114076400315412	0.226984505542437	0.502573512860701	0.615264155516684	0.738562969290893
"TMEM179B"	109.568335423631	0.312187236056331	0.28921120487592	1.07944377946998	0.280389943469441	0.416703260147624
"ETV3L"	0.245660385352697	0.520561859325637	0.497706716080483	1.04592090584017	0.295597551330928	NA
"XPNPEP2"	20.3561577487262	5.10199441193067	0.753956314736595	6.76696290250334	1.31513779919439e-11	2.39769335382538e-10
"GGCX"	125.832153422833	0.743079952902292	0.274782305278165	2.70424965010051	0.0068458834114266	0.0193798608771322
"PAPLN"	6.36184652053662	1.09022343241119	0.775814455884524	1.40526310658674	0.159943054739363	0.270599202313048
"ADNP"	1506.39546071566	0.316118763524589	0.260131231710409	1.21522802720016	0.22427913361729	0.35118544911912
"ZNF57"	30.8813071902133	0.0636928607250373	0.701381247237821	0.0908106125960345	0.927643077264541	0.955693189615881
"KHDRBS2"	5.99614504074744	-1.58135474676895	0.804987166611036	-1.96444715190479	0.0494782592771482	0.104320192041878
"FAM173A"	0.704012865423493	-0.113241012370835	0.767740158424882	-0.147499139035742	0.882738059247404	0.928140432616443
"ZNF395"	104.898262755218	-1.29127457496071	0.466539354044534	-2.76777202987565	0.00564409205767255	0.0163683780531596
"ZNHIT6"	107.806756417386	-1.90112209499804	0.316891963553553	-5.9992751904444	1.98200218474112e-09	2.44455417085913e-08
"CTSG"	17.1430664370271	0.234225649157016	0.789199790180201	0.296788787923442	0.766627765953988	0.85281458553733
"DPYSL2"	362.370733742366	-2.49210696206983	0.274288716763878	-9.08570717553491	1.03026724371065e-19	7.55634173860453e-18
"DPYSL3"	8.80357447233805	-0.25317058584845	0.647199016175666	-0.391178879325944	0.695665018847378	0.8009526064812
"RUNX2"	47.2238285944405	0.0487929742499368	0.511408355653349	0.0954090282463245	0.923989945289826	0.953459134299852
"IGFBP2"	27.7792240759844	-0.441868541990352	0.794198175097781	-0.556370633735024	0.577957509840394	0.707347649737628
"IGFBP3"	4.80847433439802	2.89295916298698	0.794502599746537	3.6412205119403	0.000271348593738648	0.00111989574254335
"HBE1"	8.67840585619614	-0.363262183828464	0.799569291063554	-0.454322330645375	0.649596845827336	0.76580693186614
"IGFBP7"	14.0917280183738	0.187930995862708	0.722912504762751	0.259963681115716	0.794891788908057	0.871192154527494
"IGFBP4"	90.3948301236548	-1.41883296805831	0.560746072491204	-2.53025930570483	0.0113978256870634	0.0300192733556209
"C8H8orf4"	12.9539205188351	2.93616398133887	0.727571675926784	4.03556663692106	5.44706765031502e-05	0.000265662060833638
"SKP2"	87.3615204766037	-1.88743429868156	0.404961727343516	-4.66077204644208	3.15025470726001e-06	2.03138571995665e-05
"CKLF"	207.404153776185	-0.399649497797644	0.398097219729682	-1.00389924367976	0.315427181164461	0.455117038088023
"C5H4orf32"	397.423434584654	1.43291398999045	0.37063073498844	3.8661499296197	0.000110566981276381	0.000497344361471663
"APLNR"	0.92676389096383	0.321644522436526	0.777461661078555	0.413711104403934	0.679085693735256	0.788001853310185
"GJA5"	0.826471083188891	1.76730005463853	0.706929809489171	2.49996538682614	0.0124205441242788	0.0322705754316038
"GJA8"	0.159321310325691	-0.174834224387249	0.376226982416402	-0.464704108313382	0.642143365902551	NA
"GJA9"	328.389445730133	-0.207813604891411	0.244273857361114	-0.850740259872332	0.394913653624907	0.539350445490846
"CHERP"	29.7078741606765	1.69143776488321	0.424543217535533	3.98413564277855	6.77261819128409e-05	0.000322294777522821
"UNC5CL"	0.178486913604162	0.555620781465517	0.358347085990787	1.55051011487729	0.121019127647369	NA
"KDM3B"	1619.35836265052	0.371302081134976	0.252295134505851	1.47169735104965	0.141102623254182	0.245778463420265
"SEZ6L"	0.351966830268092	0.298456640538668	0.556809768680632	0.536011861368498	0.591950352825546	NA
"HSD17B10"	199.789128641372	-0.673943419957344	0.497697473515438	-1.35412264642818	0.17569725226193	0.291453591114058
"TMC4"	3.45245312922712	0.610677980903223	0.779669270136856	0.783252597343011	0.43347879355511	0.57805194288376
"C14H11orf65"	3.46904116049009	-0.721317522193546	0.805221335462696	-0.895800310332143	0.37035942412638	0.515901154920135
"TMC6"	110.025660431758	0.859498205168454	0.400470869506513	2.14621904017035	0.0318555071996125	0.0726656489016801
"TMC1"	1.37300410772004	1.5099957909169	0.801004519812632	1.88512767851811	0.0594126019697164	0.121428691709218
"TMC2"	0.111127988110442	-0.175196261627473	0.341010515330198	-0.51375618566434	0.607422464244389	NA
"TMC3"	0.863859850526991	-1.18963023594799	0.79535050016984	-1.49573079503182	0.13472382196168	0.236814211746766
"GTPBP2"	801.686019661572	2.28471261118592	0.310062270261061	7.36856054515203	1.72480197587681e-13	4.40741951708096e-12
"EIF2B1"	385.853378549054	0.320020790493494	0.208764833023916	1.53292480279393	0.125294383887603	0.224302357022551
"PRKAR2B"	2142.21390731942	-1.23055267562784	0.489568875510329	-2.51354352203273	0.0119525029077286	0.0313085190669183
"TXNIP"	27348.4311666906	1.51811037102487	0.424517913179209	3.57608082932417	0.000348783850677436	0.00140096790857392
"TMEM200B"	0.285619780185598	0	0.515836663188079	0	1	NA
"MLF1"	5.11961941687445	1.23121065606477	0.74405456903676	1.65473166525766	0.0979789408613331	0.18357676751086
